Category,Subcategory,Action,Sentence,Response
shutters,library,down,Lower shutters at 5 PM,Shutters will be lowered at 5 PM.
shutters,library,down,Close blinds after 20 minutes,Blinds will be closed after 20 minutes.
shutters,library,down,Seal shades tonight,Shades sealed tonight.
shutters,library,down,Drop curtains at 6 PM,Curtains will be dropped at 6 PM.
shutters,library,down,Shut drapes after 30 minutes,Drapes will be shut after 30 minutes.
shutters,library,up,Unlock library shutters,Shutters unlocked
shutters,library,up,Elevate library blinds,Blinds elevated
shutters,library,up,Hoist library shades,Shades hoisted
shutters,library,up,Unfold library curtains,Curtains unfolded
shutters,library,up,Lift library drapes,Drapes lifted
shutters,library,up,Unveil library shutters,Shutters unveiled
shutters,library,up,Raise blinds now,Blinds raised now
shutters,library,up,Elevate shades immediately,Shades elevated immediately
shutters,library,up,Unlock shutters now,Shutters unlocked now
shutters,library,up,Hoist curtains today,Curtains hoisted today
shutters,library,up,Unfold blinds now,Blinds unfolded now
shutters,library,up,Lift drapes immediately,Drapes lifted immediately
shutters,library,up,Unveil shades today,Shades unveiled today
shutters,library,up,Elevate shutters now,Shutters elevated now
shutters,library,up,Raise blinds at 8 AM,Blinds will be raised at 8 AM.
shutters,library,up,Unlock shutters after 10 minutes,Shutters will be unlocked after 10 minutes.
shutters,library,up,Lift shades tonight,Shades lifted tonight.
shutters,library,up,Unfold curtains at 9 AM,Curtains will be unfolded at 9 AM.
shutters,library,up,Elevate drapes after 15 minutes,Drapes will be elevated after 15 minutes.
shutters,living room,down,Seal living room shutters,Shutters sealed
shutters,living room,down,Lower living room blinds,Blinds lowered
shutters,living room,down,Close living room shades,Shades closed
shutters,living room,down,Drop living room curtains,Curtains dropped
shutters,living room,down,Shut living room drapes,Drapes shut
shutters,living room,down,Seal blinds now,Blinds sealed now
shutters,living room,down,Lower shades immediately,Shades lowered immediately
shutters,living room,down,Close shutters now,Shutters closed now
shutters,living room,down,Drop curtains today,Curtains dropped today
shutters,living room,down,Shut drapes now,Drapes shut now
shutters,living room,down,Seal shades immediately,Shades sealed immediately
shutters,living room,down,Lower blinds today,Blinds lowered today
shutters,living room,down,Close shutters now,Shutters closed now
shutters,living room,down,Drop drapes today,Drapes dropped today
shutters,living room,down,Lower shutters at 6 PM,Shutters will be lowered at 6 PM.
shutters,living room,down,Close blinds after 15 minutes,Blinds will be closed after 15 minutes.
shutters,living room,down,Seal shades tonight,Shades sealed tonight.
shutters,living room,down,Drop curtains at 7 PM,Curtains will be dropped at 7 PM.
shutters,living room,down,Shut drapes after 20 minutes,Drapes will be shut after 20 minutes.
shutters,living room,up,Unlock living room shutters,Shutters unlocked
shutters,living room,up,Elevate living room blinds,Blinds elevated
shutters,living room,up,Hoist living room shades,Shades hoisted
shutters,living room,up,Unfold living room curtains,Curtains unfolded
shutters,living room,up,Lift living room drapes,Drapes lifted
shutters,living room,up,Unveil living room shutters,Shutters unveiled
shutters,living room,up,Raise blinds now,Blinds raised now
shutters,living room,up,Elevate shades immediately,Shades elevated immediately
shutters,living room,up,Unlock shutters now,Shutters unlocked now
shutters,living room,up,Hoist curtains today,Curtains hoisted today
shutters,living room,up,Unfold blinds now,Blinds unfolded now
shutters,living room,up,Lift drapes immediately,Drapes lifted immediately
shutters,living room,up,Unveil shades today,Shades unveiled today
shutters,living room,up,Elevate shutters now,Shutters elevated now
shutters,living room,up,Raise blinds at 7 AM,Blinds will be raised at 7 AM.
shutters,living room,up,Unlock shutters after 10 minutes,Shutters will be unlocked after 10 minutes.
shutters,living room,up,Lift shades tonight,Shades lifted tonight.
shutters,living room,up,Unfold curtains at 8 AM,Curtains will be unfolded at 8 AM.
shutters,living room,up,Elevate drapes after 15 minutes,Drapes will be elevated after 15 minutes.
shutters,none,down,Seal all window shutters,Window shutters sealed
shutters,none,down,Lower all blinds,Blinds lowered
shutters,none,down,Close all shades,Shades closed
shutters,none,down,Drop all curtains,Curtains dropped
shutters,none,down,Shut all drapes,Drapes shut
shutters,none,down,Seal window blinds now,Window blinds sealed now
shutters,none,down,Lower shades immediately,Shades lowered immediately
shutters,none,down,Close window shutters now,Window shutters closed now
shutters,none,down,Drop curtains today,Curtains dropped today
shutters,none,down,Shut drapes now,Drapes shut now
shutters,none,down,Seal shades immediately,Shades sealed immediately
shutters,none,down,Lower window blinds today,Window blinds lowered today
shutters,none,down,Close shutters now,Shutters closed now
shutters,none,down,Drop drapes today,Drapes dropped today
shutters,none,down,Lower all shutters at 5 PM,All shutters will be lowered at 5 PM.
shutters,none,down,Close all blinds after 20 minutes,All blinds will be closed after 20 minutes.
shutters,none,down,Seal all shades tonight,All shades sealed tonight.
shutters,none,down,Drop all curtains at 6 PM,All curtains will be dropped at 6 PM.
shutters,none,down,Shut all drapes after 30 minutes,All drapes will be shut after 30 minutes.
shutters,none,statusquery,Inspect all shutter status,Shutter status inspected
shutters,none,statusquery,Review all shades status,Shades status reviewed
shutters,none,statusquery,Verify all blinds status,Blinds status verified
shutters,none,statusquery,Examine all shutters,Shutters examined
shutters,none,statusquery,Assess all shades,Shades assessed
shutters,none,statusquery,monitor all blinds,Blinds monitored
shutters,none,statusquery,Analyze all shutter status,Shutter status analyzed
shutters,none,statusquery,Observe all shades status,Shades status observed
shutters,none,statusquery,Evaluate all blinds,Blinds evaluated
shutters,none,statusquery,Inspect shutters now,Shutters inspected now
shutters,none,statusquery,Review shades immediately,Shades reviewed immediately
shutters,none,statusquery,Verify blinds now,Blinds verified now
shutters,none,statusquery,Examine shutters today,Shutters examined today
shutters,none,statusquery,Assess shades now,Shades assessed now
shutters,none,statusquery,Check all shutter status yesterday,All shutter status checked for yesterday.
shutters,none,statusquery,Review all shades at 8 PM,All shades will be reviewed at 8 PM.
shutters,none,statusquery,Inspect all blinds for today,All blinds inspected for today.
shutters,none,statusquery,Verify all shutter status at 9 PM,All shutter status will be verified at 9 PM.
shutters,none,statusquery,Examine all shades after 10 minutes,All shades will be examined after 10 minutes.
shutters,none,up,Unlock all window shutters,Window shutters unlocked
shutters,none,up,Elevate all blinds,Blinds elevated
shutters,none,up,Hoist all shades,Shades hoisted
shutters,none,up,Unfold all curtains,Curtains unfolded
shutters,none,up,Lift all drapes,Drapes lifted
shutters,none,up,Unveil all shutters,Shutters unveiled
shutters,none,up,Raise all blinds now,All blinds raised now
shutters,none,up,Elevate all shades immediately,All shades elevated immediately
shutters,none,up,Unlock all shutters now,All shutters unlocked now
shutters,none,up,Hoist all curtains today,All curtains hoisted today
shutters,none,up,Unfold all blinds now,All blinds unfolded now
shutters,none,up,Lift all drapes immediately,All drapes lifted immediately
shutters,none,up,Unveil all shades today,All shades unveiled today
shutters,none,up,Elevate all shutters now,All shutters elevated now
shutters,none,up,Raise all blinds at 7 AM,All blinds will be raised at 7 AM.
shutters,none,up,Unlock all shutters after 10 minutes,All shutters will be unlocked after 10 minutes.
shutters,none,up,Lift all shades tonight,All shades lifted tonight.
shutters,none,up,Unfold all curtains at 8 AM,All curtains will be unfolded at 8 AM.
shutters,none,up,Elevate all shutters after 15 minutes,All shutters will be raised after 15 minutes.
shutters,toilet,down,Seal toilet shutters,Shutters sealed
shutters,toilet,down,Lower toilet blinds,Blinds lowered
shutters,toilet,down,Close toilet shades,Shades closed
shutters,toilet,down,Drop toilet curtains,Curtains dropped
shutters,toilet,down,Shut toilet drapes,Drapes shut
shutters,toilet,down,Seal blinds now,Blinds sealed now
shutters,toilet,down,Lower shades immediately,Shades lowered immediately
shutters,toilet,down,Close shutters now,Shutters closed now
shutters,toilet,down,Drop curtains today,Curtains dropped today
shutters,toilet,down,Shut drapes now,Drapes shut now
shutters,toilet,down,Seal shades now,Shades sealed now
shutters,toilet,down,Lower blinds today,Blinds lowered today
shutters,toilet,down,Close shutters today,Shutters closed today
shutters,toilet,down,Drop drapes now,Drapes dropped now
shutters,toilet,down,Shut shades immediately,Shades shut immediately
shutters,toilet,down,Lower shutters at 7 PM,Shutters will be lowered at 7 PM.
shutters,toilet,down,Close blinds after 15 minutes,Blinds will be closed after 15 minutes.
shutters,toilet,down,Seal shades tonight,Shades sealed tonight.
shutters,toilet,down,Drop curtains at 8 PM,Curtains will be dropped at 8 PM.
shutters,toilet,down,Shut drapes after 20 minutes,Drapes will be shut after 20 minutes.
shutters,toilet,statusquery,Inspect toilet shutter status,Shutter status inspected
shutters,toilet,statusquery,Review toilet shades status,Shades status reviewed
shutters,toilet,statusquery,Verify toilet blinds status,Blinds status verified
shutters,toilet,statusquery,Examine toilet shutters,Shutters examined
shutters,toilet,statusquery,Assess toilet shades,Shades assessed
shutters,toilet,statusquery,monitor toilet blinds,Blinds monitored
shutters,toilet,statusquery,Analyze toilet shutter status,Shutter status analyzed
shutters,toilet,statusquery,Observe toilet shades status,Shades status observed
shutters,toilet,statusquery,Evaluate toilet blinds,Blinds evaluated
shutters,toilet,statusquery,Inspect shutters now,Shutters inspected now
shutters,toilet,statusquery,Review shades immediately,Shades reviewed immediately
shutters,toilet,statusquery,Verify blinds now,Blinds verified now
shutters,toilet,statusquery,Examine shutters today,Shutters examined today
shutters,toilet,statusquery,Assess shades now,Shades assessed now
shutters,toilet,statusquery,Check shutter status yesterday,Shutter status checked for yesterday.
shutters,toilet,statusquery,Review shades at 8 PM,Shades will be reviewed at 8 PM.
shutters,toilet,statusquery,Inspect blinds for today,Blinds inspected for today.
shutters,toilet,statusquery,Verify shutter status at 9 PM,Shutter status will be verified at 9 PM.
shutters,toilet,statusquery,Examine shades after 10 minutes,Shades will be examined after 10 minutes.
shutters,toilet,up,Unlock toilet shutters,Shutters unlocked
shutters,toilet,up,Elevate toilet blinds,Blinds elevated
shutters,toilet,up,Hoist toilet shades,Shades hoisted
shutters,toilet,up,Unfold toilet curtains,Curtains unfolded
shutters,toilet,up,Lift toilet drapes,Drapes lifted
shutters,toilet,up,Unveil toilet shutters,Shutters unveiled
shutters,toilet,up,Raise blinds now,Blinds raised now
shutters,toilet,up,Elevate shades immediately,Shades elevated immediately
